==00:00:09==,,,
編號,站名,往淡水,往象山
R28,淡水,222222,111111
==08:00:06==,,,
R02,象山,----,111111
R03,台北101/世貿,111111,111111
R04,信義安和,----,----
R05,大安,221111,----
R06,大安森林公園,222222,111111
R07,東門,----,122222
R08,中正紀念堂,222122,----
R09,台大醫院,222223,----
R10,台北車站,222222,232222
R11,中山,----,----
R12,雙連,333333,----
R13,民權西路,333343,222222
R14,圓山,----,233222
R15,劍潭,----,222222
R16,士林,333233,----
R17,芝山,----,222222
R18,明德,333333,----
R19,石牌,222222,111111
R20,唭哩岸,----,----
R21,奇岩,----,112221
R22,北投,121121,----
R23,新北投,----,----
R24,復興崗,223332,112211
R25,忠義,----,----
R26,關渡,222322,112111
R27,竹圍,222222,----
R28,淡水,222222,----
==09:00:11==,,,
R02,象山,----,----
R03,台北101/世貿,111111,111111
R04,信義安和,222222,----
R05,大安,----,111111
R06,大安森林公園,----,----
R07,東門,333333,111111
R08,中正紀念堂,122211,----
R09,台大醫院,222222,222222
R10,台北車站,----,----
R11,中山,223222,222222
R12,雙連,----,----
R13,民權西路,----,222322
R14,圓山,322222,122122
R15,劍潭,332232,222322
R16,士林,----,----
R17,芝山,222221,111111
R18,明德,322222,222222
R19,石牌,----,----
R20,唭哩岸,----,----
R21,奇岩,111111,111111
R22,北投,222222,112211
R23,新北投,----,----
R24,復興崗,----,112311
R25,忠義,222222,----
R26,關渡,----,111111
R27,竹圍,112221,----
R28,淡水,----,111111
==10:03:44==,,,
R02,象山,----,----
R03,台北101/世貿,----,111111
R04,信義安和,211121,----
R05,大安,----,----
R06,大安森林公園,111111,111111
R07,東門,----,111111
R08,中正紀念堂,----,----
R09,台大醫院,222222,111111
R10,台北車站,----,----
R11,中山,222222,122222
R12,雙連,----,----
R13,民權西路,----,----
R14,圓山,222222,222211
R15,劍潭,----,----
R16,士林,121221,111111
R17,芝山,----,----
R18,明德,222222,111211
R19,石牌,----,111111
R20,唭哩岸,----,----
R21,奇岩,111111,111111
R22,北投,----,----
R23,新北投,222221,----
R24,復興崗,----,111111
R25,忠義,----,----
R26,關渡,----,111111
R27,竹圍,----,111111
R28,淡水,111211,----
==11:08:26==,,,
R02,象山,----,111111
R03,台北101/世貿,----,----
R04,信義安和,221121,----
R05,大安,----,111111
R06,大安森林公園,111111,----
R07,東門,----,111111
R08,中正紀念堂,111111,----
R09,台大醫院,----,111111
R10,台北車站,----,----
R11,中山,222222,----
R12,雙連,----,----
R13,民權西路,----,222211
R14,圓山,----,----
R15,劍潭,222222,111111
R16,士林,111111,----
R17,芝山,----,----
R18,明德,----,111211
R19,石牌,222222,----
R20,唭哩岸,----,111111
R21,奇岩,----,----
R22,北投,111111,111211
R23,新北投,----,----
R24,復興崗,122111,----
R25,忠義,----,----
R26,關渡,----,111111
R27,竹圍,----,----
R28,淡水,111111,----
==12:05:30==,,,
R02,象山,----,----
R03,台北101/世貿,----,111111
R04,信義安和,121111,----
R05,大安,----,111111
R06,大安森林公園,----,----
R07,東門,111111,121111
R08,中正紀念堂,111111,----
R09,台大醫院,----,111111
R10,台北車站,----,----
R11,中山,221222,----
R12,雙連,----,122222
R13,民權西路,----,----
R14,圓山,222222,----
R15,劍潭,----,111111
R16,士林,111111,----
R17,芝山,----,112211
R18,明德,----,----
R19,石牌,112221,----
R20,唭哩岸,----,111111
R21,奇岩,111111,----
R22,北投,----,112111
R23,新北投,----,----
R24,復興崗,----,----
R25,忠義,----,----
R26,關渡,----,111111
R27,竹圍,----,112111
R28,淡水,111111,----
==14:00:04==,,,
R02,象山,111111,----
R03,台北101/世貿,----,----
R04,信義安和,----,111111
R05,大安,111111,----
R06,大安森林公園,----,----
R07,東門,112111,111111
R08,中正紀念堂,----,----
R09,台大醫院,111111,122222
R10,台北車站,----,----
R11,中山,----,----
R12,雙連,222222,111122
R13,民權西路,----,----
R14,圓山,111121,222222
R15,劍潭,----,----
R16,士林,----,----
R17,芝山,222222,111111
R18,明德,----,----
R19,石牌,----,111111
R20,唭哩岸,111111,----
R21,奇岩,----,111111
R22,北投,112111,----
R23,新北投,----,112111
R24,復興崗,----,----
R25,忠義,----,----
R26,關渡,111211,----
R27,竹圍,----,112111
R28,淡水,----,----
==15:00:05==,,,
R02,象山,----,----
R03,台北101/世貿,----,----
R04,信義安和,----,----
R05,大安,111111,121112
R06,大安森林公園,211111,----
R07,東門,----,111111
R08,中正紀念堂,111111,----
R09,台大醫院,----,----
R10,台北車站,----,222222
R11,中山,222222,----
R12,雙連,----,----
R13,民權西路,211122,111121
R14,圓山,----,----
R15,劍潭,----,222222
R16,士林,112222,----
R17,芝山,----,----
R18,明德,111111,111111
R19,石牌,----,112221
R20,唭哩岸,----,----
R21,奇岩,111221,----
R22,北投,----,111111
R23,新北投,----,----
R24,復興崗,----,112221
R25,忠義,----,----
R26,關渡,111211,----
R27,竹圍,----,----
R28,淡水,----,112111
==16:02:28==,,,
R02,象山,----,111111
R03,台北101/世貿,----,----
R04,信義安和,----,----
R05,大安,111111,----
R06,大安森林公園,----,----
R07,東門,----,112222
R08,中正紀念堂,211111,121221
R09,台大醫院,112112,----
R10,台北車站,----,----
R11,中山,----,222222
R12,雙連,222222,----
R13,民權西路,----,----
R14,圓山,----,121111
R15,劍潭,222222,----
R16,士林,----,222221
R17,芝山,111111,----
R18,明德,----,----
R19,石牌,----,111121
R20,唭哩岸,212222,----
R21,奇岩,----,111111
R22,北投,----,----
R23,新北投,----,----
R24,復興崗,----,----
R25,忠義,222221,122211
R26,關渡,----,----
R27,竹圍,----,112111
R28,淡水,----,----
==17:11:29==,,,
R02,象山,111111,----
R03,台北101/世貿,111111,----
R04,信義安和,----,122222
R05,大安,111111,----
R06,大安森林公園,111111,111112
R07,東門,111111,222222
R08,中正紀念堂,122222,221222
R09,台大醫院,----,----
R10,台北車站,111122,----
R11,中山,----,222333
R12,雙連,222222,----
R13,民權西路,----,322233
R14,圓山,111222,----
R15,劍潭,222232,222222
R16,士林,----,----
R17,芝山,111121,222222
R18,明德,----,----
R19,石牌,212222,----
R20,唭哩岸,111111,223322
R21,奇岩,----,----
R22,北投,222222,111111
R23,新北投,----,----
R24,復興崗,112211,223322
R25,忠義,----,----
R26,關渡,----,----
R27,竹圍,111111,----
R28,淡水,----,111111
==18:03:34==,,,
R02,象山,111111,----
R03,台北101/世貿,----,111121
R04,信義安和,----,----
R05,大安,----,222222
R06,大安森林公園,221122,222223
R07,東門,----,222222
R08,中正紀念堂,111111,----
R09,台大醫院,222122,332333
R10,台北車站,222223,----
R11,中山,----,222233
R12,雙連,333233,----
R13,民權西路,----,333233
R14,圓山,222222,----
R15,劍潭,232333,222223
R16,士林,222222,----
R17,芝山,----,223222
R18,明德,222232,222221
R19,石牌,----,223322
R20,唭哩岸,112121,----
R21,奇岩,----,111111
R22,北投,223221,----
R23,新北投,----,222221
R24,復興崗,212221,----
R25,忠義,----,233322
R26,關渡,----,----
R27,竹圍,111111,----
R28,淡水,----,223221
==20:09:06==,,,
R02,象山,----,----
R03,台北101/世貿,----,122222
R04,信義安和,----,----
R05,大安,111111,111111
R06,大安森林公園,----,----
R07,東門,111111,222222
R08,中正紀念堂,----,----
R09,台大醫院,112111,----
R10,台北車站,----,111111
R11,中山,----,----
R12,雙連,111121,----
R13,民權西路,----,222122
R14,圓山,222222,121121
R15,劍潭,----,----
R16,士林,----,222212
R17,芝山,111111,111111
R18,明德,----,----
R19,石牌,111111,122212
R20,唭哩岸,----,111111
R21,奇岩,----,----
R22,北投,111111,112211
R23,新北投,----,----
R24,復興崗,111222,123211
R25,忠義,----,----
R26,關渡,----,112111
R27,竹圍,----,211111
R28,淡水,111111,----
==21:06:57==,,,
R02,象山,----,----
R03,台北101/世貿,----,----
R04,信義安和,----,122222
R05,大安,----,----
R06,大安森林公園,111111,111111
R07,東門,----,----
R08,中正紀念堂,111111,----
R09,台大醫院,----,122222
R10,台北車站,----,----
R11,中山,121122,222222
R12,雙連,----,----
R13,民權西路,----,----
R14,圓山,212121,222222
R15,劍潭,----,----
R16,士林,111111,122222
R17,芝山,----,----
R18,明德,111121,----
R19,石牌,----,222221
R20,唭哩岸,----,111111
R21,奇岩,111111,----
R22,北投,----,223221
R23,新北投,111211,----
R24,復興崗,----,----
R25,忠義,----,----
R26,關渡,----,223211
R27,竹圍,111111,----
R28,淡水,----,222211
==23:59:38==,,,
R02,象山,----,----
R03,台北101/世貿,----,111111
R04,信義安和,----,----
R05,大安,111111,----
R06,大安森林公園,----,----
R07,東門,----,----
R08,中正紀念堂,111111,111111
R09,台大醫院,----,----
R10,台北車站,----,----
R11,中山,----,----
R12,雙連,----,----
R13,民權西路,----,----
R14,圓山,----,111111
R15,劍潭,111111,----
R16,士林,----,----
R17,芝山,----,----
R18,明德,----,----
R19,石牌,----,----
R20,唭哩岸,----,111111
R21,奇岩,----,----
R22,北投,111111,----
R23,新北投,----,111111
R24,復興崗,----,111111
R25,忠義,----,----
R26,關渡,111111,----
R27,竹圍,----,----
R28,淡水,----,111111
