==00:00:23==,,,
編號,站名,往淡水,往象山
R19,石牌,----,----
R20,唭哩岸,111111,----
R21,奇岩,----,----
R22,北投,222222,----
R23,新北投,----,111111
R24,復興崗,----,----
R25,忠義,----,----
R26,關渡,111211,----
R27,竹圍,----,111111
R28,淡水,----,111111
==09:15:06==,,,
R02,象山,----,111111
R03,台北101/世貿,----,----
R04,信義安和,----,----
R05,大安,111111,----
R06,大安森林公園,111111,111111
R07,東門,----,----
R08,中正紀念堂,111111,111111
R09,台大醫院,----,----
R10,台北車站,222212,222222
R11,中山,----,----
R12,雙連,----,----
R13,民權西路,222222,222222
R14,圓山,----,----
R15,劍潭,----,----
R16,士林,222222,212211
R17,芝山,----,----
R18,明德,111111,----
R19,石牌,----,111111
R20,唭哩岸,122222,----
R21,奇岩,----,112211
R22,北投,----,----
R23,新北投,----,----
R24,復興崗,----,----
R25,忠義,222222,111111
R26,關渡,----,----
R27,竹圍,----,----
R28,淡水,----,111111
==10:07:17==,,,
R02,象山,----,----
R03,台北101/世貿,111111,----
R04,信義安和,----,111111
R05,大安,111111,----
R06,大安森林公園,----,----
R07,東門,222111,111111
R08,中正紀念堂,----,----
R09,台大醫院,122111,222221
R10,台北車站,----,----
R11,中山,----,----
R12,雙連,232223,222222
R13,民權西路,----,----
R14,圓山,222222,----
R15,劍潭,----,212212
R16,士林,222222,----
R17,芝山,----,111121
R18,明德,111111,----
R19,石牌,----,222221
R20,唭哩岸,222221,----
R21,奇岩,----,----
R22,北投,----,111111
R23,新北投,----,----
R24,復興崗,122222,112211
R25,忠義,----,----
R26,關渡,----,----
R27,竹圍,----,111111
R28,淡水,111111,----
==11:12:50==,,,
R02,象山,111111,----
R03,台北101/世貿,----,----
R04,信義安和,----,----
R05,大安,111111,111112
R06,大安森林公園,----,----
R07,東門,221121,111111
R08,中正紀念堂,111211,----
R09,台大醫院,----,222232
R10,台北車站,222212,----
R11,中山,----,222222
R12,雙連,----,----
R13,民權西路,222222,----
R14,圓山,----,122222
R15,劍潭,222322,111122
R16,士林,----,----
R17,芝山,221121,----
R18,明德,----,----
R19,石牌,222222,212221
R20,唭哩岸,----,----
R21,奇岩,----,111111
R22,北投,111111,----
R23,新北投,222221,----
R24,復興崗,----,122211
R25,忠義,----,----
R26,關渡,----,----
R27,竹圍,222221,222121
R28,淡水,----,----
==13:03:50==,,,
R02,象山,111111,----
R03,台北101/世貿,111111,----
R04,信義安和,----,111111
R05,大安,----,111122
R06,大安森林公園,222211,----
R07,東門,----,111111
R08,中正紀念堂,111111,----
R09,台大醫院,----,232232
R10,台北車站,222222,----
R11,中山,----,----
R12,雙連,222332,222322
R13,民權西路,----,----
R14,圓山,322232,----
R15,劍潭,----,222222
R16,士林,222222,----
R17,芝山,----,212222
R18,明德,111222,----
R19,石牌,----,111111
R20,唭哩岸,----,----
R21,奇岩,112222,----
R22,北投,----,111111
R23,新北投,----,----
R24,復興崗,----,----
R25,忠義,122211,----
R26,關渡,----,122211
R27,竹圍,----,----
R28,淡水,111121,----
==14:00:26==,,,
R02,象山,----,111111
R03,台北101/世貿,111111,----
R04,信義安和,111111,111111
R05,大安,----,----
R06,大安森林公園,----,111112
R07,東門,121121,----
R08,中正紀念堂,----,222222
R09,台大醫院,222222,----
R10,台北車站,----,222223
R11,中山,222222,----
R12,雙連,----,----
R13,民權西路,222322,232232
R14,圓山,----,----
R15,劍潭,222222,----
R16,士林,----,----
R17,芝山,222222,----
R18,明德,----,111111
R19,石牌,----,----
R20,唭哩岸,111111,222222
R21,奇岩,----,----
R22,北投,122222,111111
R23,新北投,----,----
R24,復興崗,----,222211
R25,忠義,----,----
R26,關渡,112221,----
R27,竹圍,----,222111
R28,淡水,----,122111
==15:05:47==,,,
R02,象山,111111,----
R03,台北101/世貿,----,111111
R04,信義安和,211111,----
R05,大安,----,----
R06,大安森林公園,111111,111122
R07,東門,----,111222
R08,中正紀念堂,121112,----
R09,台大醫院,----,----
R10,台北車站,222222,221222
R11,中山,----,----
R12,雙連,222233,232222
R13,民權西路,----,----
R14,圓山,----,222222
R15,劍潭,222222,----
R16,士林,221121,111111
R17,芝山,----,222222
R18,明德,----,----
R19,石牌,112222,----
R20,唭哩岸,----,111111
R21,奇岩,111111,----
R22,北投,111111,----
R23,新北投,222222,222211
R24,復興崗,----,----
R25,忠義,----,----
R26,關渡,----,----
R27,竹圍,111221,112112
R28,淡水,----,121111
