==00:02:57==,,,
編號,站名,往蘆洲迴龍,往南勢角
O03,永安市場,111111,111111
O04,頂溪,111111,----
O05,古亭,111111,111111
O06,東門,----,----
O07,忠孝新生,----,111111
O08,松江南京,221111,----
O09,行天宮,----,111221
O10,中山國小,221111,----
O11,民權西路,----,111111
O12,大橋頭,222221,----
---往迴龍---,,,
O13,台北橋,----,----
O14,菜寮,----,122221
O15,三重,111211,----
O16,先嗇宮,----,----
O17,頭前庄,----,111111
O18,新莊,----,----
O19,輔大,111111,111111
O20,丹鳳,----,----
O21,迴龍,----,111111
---往蘆洲---,,,
O50,三重國小,----,----
O51,三和國中,----,----
O52,徐匯中學,----,111111
O53,三民高中,----,----
O54,蘆洲,----,111111
==17:05:01==,,,
O01,南勢角,111111,----
O02,景安,----,111111
O03,永安市場,111111,----
O04,頂溪,111111,122111
O05,古亭,111111,122211
O06,東門,111111,111111
O07,忠孝新生,221111,111112
O08,松江南京,----,111111
O09,行天宮,221111,111111
O10,中山國小,222111,----
O11,民權西路,----,111111
O12,大橋頭,222222,111111
---往迴龍---,,,
O13,台北橋,----,----
O14,菜寮,----,----
O15,三重,222222,111111
O16,先嗇宮,----,----
O17,頭前庄,----,----
O18,新莊,----,111111
O19,輔大,----,----
O20,丹鳳,111111,----
O21,迴龍,----,111111
---往蘆洲---,,,
O50,三重國小,333332,111111
O51,三和國中,----,----
O52,徐匯中學,----,----
O53,三民高中,----,----
O54,蘆洲,----,111111
==18:04:28==,,,
O01,南勢角,111111,----
O02,景安,----,111111
O03,永安市場,111111,----
O04,頂溪,111111,232222
O05,古亭,111111,233322
O06,東門,122121,233322
O07,忠孝新生,332222,222222
O08,松江南京,----,222232
O09,行天宮,333232,121121
O10,中山國小,333322,----
O11,民權西路,----,122221
O12,大橋頭,344333,111111
---往迴龍---,,,
O13,台北橋,343333,----
O14,菜寮,----,----
O15,三重,----,222222
O16,先嗇宮,222222,----
O17,頭前庄,----,111111
O18,新莊,----,----
O19,輔大,222221,----
O20,丹鳳,----,111111
O21,迴龍,----,111111
---往蘆洲---,,,
O50,三重國小,----,----
O51,三和國中,----,----
O52,徐匯中學,222222,111111
O53,三民高中,----,----
O54,蘆洲,----,111111
==19:06:01==,,,
O01,南勢角,111111,----
O02,景安,111111,111111
O03,永安市場,----,222112
O04,頂溪,111111,233222
O05,古亭,111111,233332
O06,東門,121121,222222
O07,忠孝新生,----,122222
O08,松江南京,332222,121122
O09,行天宮,332222,----
O10,中山國小,----,111111
O11,民權西路,333332,----
O12,大橋頭,343332,111111
---往迴龍---,,,
O13,台北橋,----,111211
O14,菜寮,232232,----
O15,三重,----,----
O16,先嗇宮,----,111111
O17,頭前庄,233221,----
O18,新莊,----,----
O19,輔大,212211,----
O20,丹鳳,----,111111
O21,迴龍,----,----
---往蘆洲---,,,
O50,三重國小,----,----
O51,三和國中,----,111111
O52,徐匯中學,----,----
O53,三民高中,----,----
O54,蘆洲,----,111111
==20:00:05==,,,
O01,南勢角,111111,----
O02,景安,----,----
O03,永安市場,111111,222211
O04,頂溪,111111,122211
O05,古亭,111111,----
O06,東門,----,122222
O07,忠孝新生,222111,122111
O08,松江南京,----,----
O09,行天宮,222111,111111
O10,中山國小,----,----
O11,民權西路,222111,111111
O12,大橋頭,222222,----
---往迴龍---,,,
O13,台北橋,----,111111
O14,菜寮,222221,----
O15,三重,----,----
O16,先嗇宮,222121,----
O17,頭前庄,----,111111
O18,新莊,----,----
O19,輔大,111111,----
O20,丹鳳,111111,----
O21,迴龍,----,111111
---往蘆洲---,,,
O50,三重國小,----,----
O51,三和國中,----,----
O52,徐匯中學,112111,111111
O53,三民高中,----,----
O54,蘆洲,----,----
==21:00:05==,,,
O01,南勢角,111111,----
O02,景安,----,111111
O03,永安市場,111111,112111
O04,頂溪,111111,----
O05,古亭,----,122211
O06,東門,111111,121111
O07,忠孝新生,----,111112
O08,松江南京,----,----
O09,行天宮,222221,----
O10,中山國小,----,111111
O11,民權西路,222221,----
O12,大橋頭,----,111111
---往迴龍---,,,
O13,台北橋,----,----
O14,菜寮,----,111111
O15,三重,222211,----
O16,先嗇宮,----,----
O17,頭前庄,----,111111
O18,新莊,----,----
O19,輔大,111111,----
O20,丹鳳,----,----
O21,迴龍,----,111111
---往蘆洲---,,,
O50,三重國小,222221,----
O51,三和國中,----,----
O52,徐匯中學,----,----
O53,三民高中,----,111111
O54,蘆洲,----,111111
