==00:12:44==,,,
編號,站名,往蘆洲迴龍,往南勢角
O03,永安市場,----,111111
O04,頂溪,111111,112211
O05,古亭,111111,122221
O06,東門,111111,121211
O07,忠孝新生,----,111111
O08,松江南京,221121,111111
O09,行天宮,222111,----
O10,中山國小,----,111111
O11,民權西路,333332,----
O12,大橋頭,----,111121
---往迴龍---,,,
O13,台北橋,332322,----
O14,菜寮,----,----
O15,三重,----,111121
O16,先嗇宮,----,----
O17,頭前庄,----,----
O18,新莊,121111,111121
O19,輔大,----,----
O20,丹鳳,----,111111
O21,迴龍,----,111111
---往蘆洲---,,,
O50,三重國小,----,111111
O51,三和國中,----,----
O52,徐匯中學,221221,----
O53,三民高中,----,111111
O54,蘆洲,----,----
==18:09:50==,,,
O01,南勢角,111111,----
O02,景安,----,111111
O03,永安市場,111111,----
O04,頂溪,111111,333222
O05,古亭,111111,233222
O06,東門,222222,233322
O07,忠孝新生,222222,222222
O08,松江南京,----,222232
O09,行天宮,343232,121122
O10,中山國小,443333,----
O11,民權西路,----,122222
O12,大橋頭,343343,----
---往迴龍---,,,
O13,台北橋,343333,----
O14,菜寮,----,222222
O15,三重,----,----
O16,先嗇宮,323222,----
O17,頭前庄,----,111111
O18,新莊,----,----
O19,輔大,121121,----
O20,丹鳳,----,111111
O21,迴龍,----,111111
---往蘆洲---,,,
O50,三重國小,----,111111
O51,三和國中,223222,----
O52,徐匯中學,----,111111
O53,三民高中,----,----
O54,蘆洲,----,111111
==19:00:04==,,,
O01,南勢角,111111,----
O02,景安,111111,111111
O03,永安市場,111111,222121
O04,頂溪,111111,----
O05,古亭,111111,233332
O06,東門,121121,222222
O07,忠孝新生,----,222222
O08,松江南京,332222,----
O09,行天宮,333222,122121
O10,中山國小,----,111111
O11,民權西路,343333,----
O12,大橋頭,444333,111221
---往迴龍---,,,
O13,台北橋,----,----
O14,菜寮,----,----
O15,三重,322233,111111
O16,先嗇宮,----,----
O17,頭前庄,233222,----
O18,新莊,----,111111
O19,輔大,----,----
O20,丹鳳,111221,----
O21,迴龍,----,111111
---往蘆洲---,,,
O50,三重國小,333333,111111
O51,三和國中,----,----
O52,徐匯中學,----,----
O53,三民高中,111211,111111
O54,蘆洲,----,----
==20:00:06==,,,
O01,南勢角,111111,----
O02,景安,----,111111
O03,永安市場,111111,----
O04,頂溪,111111,222211
O05,古亭,111111,----
O06,東門,----,----
O07,忠孝新生,222111,122211
O08,松江南京,----,----
O09,行天宮,222111,111111
O10,中山國小,----,----
O11,民權西路,222221,111111
O12,大橋頭,222222,----
---往迴龍---,,,
O13,台北橋,----,111111
O14,菜寮,222121,----
O15,三重,----,----
O16,先嗇宮,221111,----
O17,頭前庄,----,111111
O18,新莊,----,----
O19,輔大,111111,----
O20,丹鳳,----,----
O21,迴龍,----,111111
---往蘆洲---,,,
O50,三重國小,----,----
O51,三和國中,----,----
O52,徐匯中學,111111,111111
O53,三民高中,----,----
O54,蘆洲,----,----
==21:00:06==,,,
O01,南勢角,111111,----
O02,景安,----,111111
O03,永安市場,111111,111111
O04,頂溪,111111,----
O05,古亭,111111,122211
O06,東門,111111,122211
O07,忠孝新生,----,111111
O08,松江南京,----,----
O09,行天宮,222121,111111
O10,中山國小,----,----
O11,民權西路,222211,----
O12,大橋頭,----,111111
---往迴龍---,,,
O13,台北橋,----,----
O14,菜寮,----,111111
O15,三重,221221,----
O16,先嗇宮,----,----
O17,頭前庄,----,111111
O18,新莊,----,----
O19,輔大,111111,----
O20,丹鳳,----,----
O21,迴龍,----,111111
---往蘆洲---,,,
O50,三重國小,222221,----
O51,三和國中,----,----
O52,徐匯中學,----,----
O53,三民高中,----,111111
O54,蘆洲,----,111111
==22:04:07==,,,
O01,南勢角,111111,----
O02,景安,----,111111
O03,永安市場,111111,121111
O04,頂溪,111111,----
O05,古亭,111111,212221
O06,東門,----,122222
O07,忠孝新生,222111,121112
O08,松江南京,----,----
O09,行天宮,221111,111111
O10,中山國小,----,----
O11,民權西路,232222,----
O12,大橋頭,----,111111
---往迴龍---,,,
O13,台北橋,222221,----
O14,菜寮,----,----
O15,三重,----,----
O16,先嗇宮,----,111221
O17,頭前庄,122111,----
O18,新莊,----,----
O19,輔大,----,----
O20,丹鳳,111111,111111
O21,迴龍,----,----
---往蘆洲---,,,
O50,三重國小,----,----
O51,三和國中,----,111111
O52,徐匯中學,111111,----
O53,三民高中,----,----
O54,蘆洲,----,111111
